,High,Low,Medium
okay,0.0,7.409053863827175e-05,0.0
rememb,-2.8216704288985817e-05,0.00022227161591470423,0.0
24,5.643340857786061e-05,7.409053863827175e-05,0.0
exercis,2.8216704288874794e-05,0.0006668148477440017,0.00020708221163801
expens,0.0,7.409053863827175e-05,0.0
monistat,-5.643340857797163e-05,0.0008890864636585949,0.0
worsen,-2.8216704288985817e-05,0.0005186337704675692,0.0
occasion,-5.643340857797163e-05,0.0005927243091057299,0.0
cycl,2.8216704288874794e-05,0.00014818107727643248,0.0
probabl,0.0,0.0,0.0
near,-2.8216704288985817e-05,0.0,0.0
chronic,-5.643340857797163e-05,0.0,0.0
agit,0.0,0.0,0.00020708221163801
hot,2.8216704288874794e-05,0.00014818107727643248,0.0
finish,-5.643340857797163e-05,-0.00014818107727632146,0.0
realiz,2.8216704288874794e-05,0.0003704526931911367,0.0
fact,2.8216704288874794e-05,7.409053863827175e-05,0.0
sugar,0.0,0.0,0.0
super,0.0,-7.409053863816073e-05,0.0
mirena,0.0,-0.00014818107727632146,0.0
disord,-2.8216704288985817e-05,0.0006668148477440017,0.0
useless,2.8216704288874794e-05,0.0005927243091057299,0.0
depo,0.0,0.00029636215455286496,0.0
cold,2.8216704288874794e-05,0.0,0.0
easi,5.643340857786061e-05,0.0005927243091057299,0.0
follow,0.0,-7.409053863816073e-05,0.0
boyfriend,0.0,-7.409053863816073e-05,0.0
function,-2.8216704288985817e-05,7.409053863827175e-05,0.0
awak,0.0,-7.409053863816073e-05,0.0
small,-5.643340857797163e-05,0.00014818107727643248,0.0
husband,0.0,0.00014818107727643248,0.0
calm,0.0,0.00022227161591470423,0.0
throat,0.0,0.00014818107727643248,0.0
fast,-2.8216704288985817e-05,0.00022227161591470423,0.0
believ,0.0,0.00022227161591470423,0.0
antibiot,2.8216704288874794e-05,0.0,0.0
tablet,0.0,-7.409053863816073e-05,0.0
patch,0.0,-7.409053863816073e-05,0.0
surgeri,5.643340857786061e-05,0.00022227161591470423,0.0
drop,0.0,-7.409053863816073e-05,0.0
goe,0.0,0.0,0.0
mention,0.0,0.0,0.0
25,-8.465011286684643e-05,0.0,0.0
3rd,0.0,7.409053863827175e-05,0.0
let,0.0,0.00022227161591470423,0.0
kill,0.0,0.0,0.0
feet,0.0,0.00022227161591470423,0.0
sensit,0.0,0.0,0.0
relax,-2.8216704288985817e-05,0.0003704526931911367,0.0
suggest,0.0,-7.409053863816073e-05,0.0
current,0.0,0.0,0.0
troubl,0.0,0.0,0.0
weird,0.0,-7.409053863816073e-05,0.0
23,0.0,7.409053863827175e-05,0.0
unabl,0.0,7.409053863827175e-05,0.0
warn,2.8216704288874794e-05,0.00022227161591470423,0.0
uti,-5.643340857797163e-05,0.0,0.0
big,-2.8216704288985817e-05,0.0,0.0
late,0.0,0.0,0.0
research,5.643340857786061e-05,0.00044454323182929745,0.0
100,0.0,-7.409053863816073e-05,0.0
cost,0.0,0.00014818107727643248,0.0
yesterday,2.8216704288874794e-05,-7.409053863816073e-05,0.0
memori,-2.8216704288985817e-05,0.00014818107727643248,0.00020708221163801
generic,0.0,-7.409053863816073e-05,0.0
honest,0.0,0.0,0.0
possibl,2.8216704288874794e-05,7.409053863827175e-05,0.0
2015,2.8216704288874794e-05,-7.409053863816073e-05,0.0
return,0.0,7.409053863827175e-05,0.0
reliev,5.643340857786061e-05,7.409053863827175e-05,0.0
prescript,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
broke,-8.465011286684643e-05,7.409053863827175e-05,0.0
frustrat,0.0,-7.409053863816073e-05,0.0
treat,0.0,7.409053863827175e-05,0.0
sudden,2.8216704288874794e-05,7.409053863827175e-05,0.0
implanon,0.0,0.0,0.0
flu,2.8216704288874794e-05,0.0,0.0
benefit,0.0,0.0,0.0
brain,0.0,0.0,0.0
10mg,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
drowsi,0.0,-7.409053863816073e-05,0.0
real,5.643340857786061e-05,0.00022227161591470423,0.0
excel,2.8216704288874794e-05,0.00029636215455286496,0.00020708221163801
dream,0.0,-7.409053863816073e-05,0.0
frequent,0.0,0.00014818107727643248,0.0
neck,0.0,7.409053863827175e-05,0.0
diet,0.0,0.00029636215455286496,0.0
glad,-2.8216704288985817e-05,0.00022227161591470423,0.0
zombi,0.0,0.00014818107727643248,0.0
son,-5.643340857797163e-05,7.409053863827175e-05,0.0
instead,0.0,7.409053863827175e-05,0.0
miss,0.0,-7.409053863816073e-05,0.0
bladder,0.0,0.00014818107727643248,0.00020708221163801
run,0.0,0.00014818107727643248,0.0
hungri,0.0,-7.409053863816073e-05,0.0
50,-2.8216704288985817e-05,0.00044454323182929745,0.0
hallucin,2.8216704288874794e-05,0.00022227161591470423,0.0
consid,2.8216704288874794e-05,0.0,0.0
saw,0.0,-7.409053863816073e-05,0.0
kind,0.0,-7.409053863816073e-05,0.0
iud,2.8216704288874794e-05,0.00022227161591470423,0.0
irregular,0.0,-7.409053863816073e-05,0.0
sit,0.0,7.409053863827175e-05,0.0
huge,0.0,0.00014818107727643248,0.0
cream,0.0,0.00029636215455286496,0.0
threw,0.0,0.00029636215455286496,0.00020708221163801
activ,0.0,7.409053863827175e-05,0.0
antidepress,-2.8216704288985817e-05,0.00029636215455286496,0.0
figur,5.643340857786061e-05,7.409053863827175e-05,0.0
crave,0.0,0.00029636215455286496,0.00020708221163801
leav,-2.8216704288985817e-05,0.0,0.0
awesom,5.643340857786061e-05,0.0005186337704675692,0.00020708221163801
especi,-2.8216704288985817e-05,0.0,0.0
saver,0.0,0.00029636215455286496,0.0
type,2.8216704288874794e-05,-7.409053863816073e-05,0.0
signific,-5.643340857797163e-05,0.00014818107727643248,0.0
expect,0.0,0.00014818107727643248,0.0
annoy,0.0,0.0,0.0
home,-2.8216704288985817e-05,0.0,0.0
danger,2.8216704288874794e-05,0.00022227161591470423,0.0
manag,2.8216704288874794e-05,0.00022227161591470423,0.0
list,2.8216704288874794e-05,-0.00014818107727632146,0.0
eventu,0.0,7.409053863827175e-05,0.0
zoloft,0.0,0.00014818107727643248,0.0
18,-2.8216704288985817e-05,7.409053863827175e-05,0.0
mind,-2.8216704288985817e-05,7.409053863827175e-05,0.0
seen,-2.8216704288985817e-05,7.409053863827175e-05,0.0
uncomfort,0.0,0.0,0.0
stick,0.0,7.409053863827175e-05,0.0
earli,2.8216704288874794e-05,7.409053863827175e-05,0.0
random,0.0,7.409053863827175e-05,0.0
initi,-2.8216704288985817e-05,0.0,0.0
matter,-2.8216704288985817e-05,0.00014818107727643248,0.0
cover,-2.8216704288985817e-05,0.00014818107727643248,0.0
complaint,-2.8216704288985817e-05,0.0003704526931911367,0.0
rid,2.8216704288874794e-05,7.409053863827175e-05,0.0
option,0.0,7.409053863827175e-05,0.0
shake,2.8216704288874794e-05,0.00014818107727643248,0.0
strong,0.0,0.0,0.00020708221163801
sinus,5.643340857786061e-05,7.409053863827175e-05,0.0
hive,0.0,0.00022227161591470423,0.0
chill,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
someon,-2.8216704288985817e-05,0.0,0.0
slept,0.0,0.0,0.0
case,0.0,0.0,0.0
luck,0.0,0.0,0.0
suck,0.0,0.00014818107727643248,0.0
brand,0.0,-7.409053863816073e-05,0.0
lexapro,0.0,0.00014818107727643248,0.0
buy,0.0,0.00044454323182929745,0.0
nose,0.0,7.409053863827175e-05,0.0
general,0.0,0.0,0.0
middl,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
2016,0.0,-7.409053863816073e-05,0.0
restless,0.0,7.409053863827175e-05,0.0
tender,0.0,7.409053863827175e-05,0.0
nervous,0.0,0.00022227161591470423,0.0
mental,0.0,0.00014818107727643248,0.0
combin,-2.8216704288985817e-05,0.0003704526931911367,0.0
wear,-2.8216704288985817e-05,0.0,0.00020708221163801
includ,0.0,0.0,0.0
condit,-2.8216704288985817e-05,-7.409053863816073e-05,0.00020708221163801
rest,0.0,0.0,0.0
subsid,0.0,0.00014818107727643248,0.0
slowli,0.0,0.0,0.0
breakout,0.0,0.0,0.0
50mg,0.0,0.00014818107727643248,0.0
yes,2.8216704288874794e-05,0.00014818107727643248,0.0
ridicul,2.8216704288874794e-05,0.00014818107727643248,0.00020708221163801
nauseat,0.0,0.00022227161591470423,0.0
babi,0.0,0.00014818107727643248,0.0
previous,0.0,0.00022227161591470423,0.0
20mg,0.0,0.00014818107727643248,0.0
40,0.0,-0.00014818107727632146,0.0
post,0.0,0.0,0.0
asap,0.0,0.00014818107727643248,0.0
difficult,0.0,0.0,0.0
knee,-5.643340857797163e-05,7.409053863827175e-05,0.0
check,0.0,7.409053863827175e-05,0.0
school,-2.8216704288985817e-05,0.0,0.0
yrs,0.0,0.00014818107727643248,0.0
garbag,8.46501128667354e-05,0.0008149959250204342,0.0
mean,0.0,0.00029636215455286496,0.0
fever,-5.643340857797163e-05,7.409053863827175e-05,0.0
zero,2.8216704288874794e-05,0.0,0.0
cours,2.8216704288874794e-05,0.0,0.0
kid,0.0,0.0,0.0
form,0.0,0.0,0.0
relationship,0.0,-0.00014818107727632146,0.0
ring,-2.8216704288985817e-05,0.0,0.00041416442327602
yi,-5.643340857797163e-05,7.409053863827175e-05,0.0
famili,0.0,0.00022227161591470423,0.0
insid,0.0,7.409053863827175e-05,0.0
pimpl,2.8216704288874794e-05,-0.00014818107727632146,0.0
14,0.0,7.409053863827175e-05,0.0
yaz,0.0,7.409053863827175e-05,0.0
perfect,0.0,0.00022227161591470423,0.0
ear,0.0,0.0,0.00041416442327602
libido,0.0,-7.409053863816073e-05,0.0
bathroom,0.0,0.0,0.0
ineffect,0.0,0.0003704526931911367,0.0
flash,0.0,7.409053863827175e-05,0.0
handl,0.0,0.00014818107727643248,0.0
bipolar,0.0,7.409053863827175e-05,0.0
friend,-2.8216704288985817e-05,0.0,0.0
sexual,0.0,0.0,0.00020708221163801
lack,2.8216704288874794e-05,0.0,0.0
healthi,0.0,0.0,0.0
cut,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
sensat,-2.8216704288985817e-05,0.00014818107727643248,0.0
term,0.0,0.0,0.0
daughter,0.0,0.0,0.0
higher,0.0,-0.00014818107727632146,0.0
focus,-5.643340857797163e-05,0.00014818107727643248,0.0
somewhat,0.0,0.00029636215455286496,0.0
spasm,0.0,7.409053863827175e-05,0.0
size,0.0,7.409053863827175e-05,0.0
weigh,2.8216704288874794e-05,0.0003704526931911367,0.0
regul,0.0,7.409053863827175e-05,0.0
xanax,-5.643340857797163e-05,0.00029636215455286496,0.00020708221163801
struggl,-2.8216704288985817e-05,0.00044454323182929745,0.0
mess,0.0,0.00014818107727643248,0.0
area,0.0,-0.00014818107727632146,0.0
uncontrol,2.8216704288874794e-05,0.0,0.0
cymbalta,0.0,0.0,0.0
fe,0.0,7.409053863827175e-05,0.0
bowel,0.0,0.0,0.0
loestrin,0.0,0.0,0.0
prior,0.0,0.00014818107727643248,0.0
cyst,0.0,7.409053863827175e-05,0.0
singl,0.0,0.0,0.0
nonstop,0.0,0.00029636215455286496,0.0
age,0.0,7.409053863827175e-05,0.0
race,0.0,-7.409053863816073e-05,0.0
34,-2.8216704288985817e-05,0.0,0.0
hit,0.0,0.00014818107727643248,0.0
blur,0.0,7.409053863827175e-05,0.0
gas,-5.643340857797163e-05,-7.409053863816073e-05,0.00020708221163801
b,-2.8216704288985817e-05,7.409053863827175e-05,0.0
close,0.0,0.0,0.0
seizur,0.0,0.0,0.0
vagin,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
pharmaci,0.0,0.0,0.0
non,0.0,0.00044454323182929745,0.0
knew,0.0,-0.00014818107727632146,0.0
lay,0.0,-7.409053863816073e-05,0.0
allow,-8.465011286684643e-05,0.0003704526931911367,0.0
insan,0.0,0.00014818107727643248,0.0
cystic,0.0,-0.00014818107727632146,0.0
appoint,0.0,7.409053863827175e-05,0.0
100mg,0.0,7.409053863827175e-05,0.0
minim,-2.8216704288985817e-05,0.00022227161591470423,0.0
bewar,0.0,0.00029636215455286496,0.00020708221163801
kick,0.0,0.00022227161591470423,0.0
moder,0.0,0.0,0.0
1st,-2.8216704288985817e-05,7.409053863827175e-05,0.0
addict,-8.465011286684643e-05,0.00014818107727643248,0.0
minor,0.0,0.00022227161591470423,0.0
excruci,2.8216704288874794e-05,0.0,0.0
prozac,0.0,7.409053863827175e-05,0.0
discharg,2.8216704288874794e-05,0.0,0.0
self,2.8216704288874794e-05,-7.409053863816073e-05,0.0
exact,0.0,-7.409053863816073e-05,0.0
5mg,0.0,7.409053863827175e-05,0.0
lighter,0.0,7.409053863827175e-05,0.0
movement,0.0,-7.409053863816073e-05,0.0
difficulti,-2.8216704288985817e-05,-0.0002222716159145932,0.0
state,0.0,0.0,0.0
smell,0.0,0.0,0.0
relat,2.8216704288874794e-05,0.0,0.0
45,-2.8216704288985817e-05,7.409053863827175e-05,0.0
adjust,5.643340857786061e-05,0.00022227161591470423,0.0
episod,8.46501128667354e-05,0.0,0.0
concern,0.0,-0.0002222716159145932,0.0
concentr,-5.643340857797163e-05,-7.409053863816073e-05,0.0
fibromyalgia,0.0,0.0,0.0
allergi,0.0,7.409053863827175e-05,0.0
doubl,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
happier,-8.465011286684643e-05,0.0003704526931911367,0.0
room,0.0,0.0003704526931911367,0.0
basic,0.0,0.0,0.0
scari,0.0,-0.00014818107727632146,0.0
receiv,-8.465011286684643e-05,-0.00014818107727632146,0.0
pay,0.0,0.00029636215455286496,0.0
palpit,0.0,0.0,0.0
loos,0.0,7.409053863827175e-05,0.0
ambien,0.0,7.409053863827175e-05,0.0
oh,0.0,0.00014818107727643248,0.0
god,-2.8216704288985817e-05,0.00029636215455286496,0.0
fell,0.0,0.0,0.0
idea,0.0,0.00014818107727643248,0.0
discomfort,0.0,0.0,0.0
touch,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
procedur,0.0,0.0,0.0
syndrom,0.0,0.0,0.0
compar,0.0,0.00014818107727643248,0.0
tingl,0.0,7.409053863827175e-05,0.0
16,-2.8216704288985817e-05,7.409053863827175e-05,0.0
forget,0.0,7.409053863827175e-05,0.0
shoulder,0.0,-7.409053863816073e-05,0.0
effexor,0.0,0.0,0.0
advis,0.0,0.0,0.0
letharg,0.0,0.0,0.0
risk,2.8216704288874794e-05,0.00014818107727643248,0.0
bone,0.0,0.0,0.0
direct,0.0,0.00014818107727643248,0.0
min,0.0,0.00014818107727643248,0.0
horrif,0.0,-7.409053863816073e-05,0.0
main,0.0,0.00022227161591470423,0.0
wellbutrin,0.0,0.0,0.0
emerg,0.0,0.00029636215455286496,0.0
open,0.0,7.409053863827175e-05,0.0
rapid,0.0,0.00014818107727643248,0.0
sampl,0.0,-7.409053863816073e-05,0.0
kidney,2.8216704288874794e-05,7.409053863827175e-05,0.0
rare,0.0,7.409053863827175e-05,0.0
slow,0.0,-7.409053863816073e-05,0.0
ortho,0.0,0.00014818107727643248,0.0
spent,0.0,0.0,0.0
skyla,0.0,0.0,0.0
anger,5.643340857786061e-05,0.0,0.0
11,0.0,0.0,0.0
june,0.0,0.0,0.0
nerv,0.0,0.0,0.00020708221163801
lo,0.0,0.0,0.0
excess,0.0,0.00014818107727643248,0.0
health,0.0,0.0,0.0
4th,0.0,0.0,0.0
17,0.0,-7.409053863816073e-05,0.0
similar,0.0,0.0,0.0
finger,0.0,0.0,0.0
januari,0.0,0.0,0.0
violent,-2.8216704288985817e-05,7.409053863827175e-05,0.0
downsid,-2.8216704288985817e-05,0.00014818107727643248,0.0
60,0.0,0.00014818107727643248,0.0
heartburn,2.8216704288874794e-05,7.409053863827175e-05,0.00020708221163801
disappear,2.8216704288874794e-05,7.409053863827175e-05,0.0
forc,0.0,0.00044454323182929745,0.0
women,0.0,0.0,0.0
placebo,0.0,0.0,0.0
flow,2.8216704288874794e-05,7.409053863827175e-05,0.0
juli,0.0,0.0,0.0
certain,0.0,0.0,0.0
diseas,5.643340857786061e-05,7.409053863827175e-05,0.0
faint,0.0,-7.409053863816073e-05,0.0
comment,0.0,0.0,0.0
march,0.0,0.0,0.0
wean,0.0,0.0,0.0
whatsoev,0.0,-7.409053863816073e-05,0.0
perman,2.8216704288874794e-05,0.00014818107727643248,0.0
13,0.0,7.409053863827175e-05,0.0
arthriti,0.0,0.0,0.0
nuvar,0.0,0.0,0.0
sprintec,0.0,7.409053863827175e-05,0.0
compani,0.0,7.409053863827175e-05,0.0
updat,0.0,0.00014818107727643248,0.0
condom,-2.8216704288985817e-05,0.00022227161591470423,0.0
avoid,0.0,0.0,0.00020708221163801
understand,0.0,0.00014818107727643248,0.0
breakthrough,0.0,0.0,0.0
chin,0.0,-7.409053863816073e-05,0.0
appli,0.0,-7.409053863816073e-05,0.0
decemb,0.0,0.0,0.0
tonight,0.0,7.409053863827175e-05,0.0
success,0.0,0.0,0.0
despit,0.0,-7.409053863816073e-05,0.0
tampon,0.0,0.0,0.0
tired,0.0,0.0,0.0
cure,0.0,-0.00014818107727632146,0.0
sens,0.0,0.0,0.0
child,-2.8216704288985817e-05,0.00014818107727643248,0.0
nice,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
pros,0.0,-7.409053863816073e-05,0.0
stool,0.0,7.409053863827175e-05,0.0
easier,-2.8216704288985817e-05,0.0003704526931911367,0.0
addit,0.0,-7.409053863816073e-05,0.0
fair,0.0,7.409053863827175e-05,0.0
cheek,2.8216704288874794e-05,0.0,0.0
easili,0.0,7.409053863827175e-05,0.0
pm,0.0,-7.409053863816073e-05,0.0
enjoy,5.643340857786061e-05,0.0,0.0
contrav,0.0,0.0,0.0
altern,0.0,0.00029636215455286496,0.0
25mg,0.0,7.409053863827175e-05,0.0
stuck,0.0,-7.409053863816073e-05,0.0
physic,0.0,0.00022227161591470423,0.0
number,0.0,-7.409053863816073e-05,0.0
august,0.0,0.00014818107727643248,0.0
damag,0.0,7.409053863827175e-05,0.00020708221163801
truli,-5.643340857797163e-05,7.409053863827175e-05,0.0
patient,0.0,0.0,0.00020708221163801
benadryl,0.0,-7.409053863816073e-05,0.00020708221163801
extra,0.0,0.0,0.0
bp,0.0,0.0,0.0
shower,2.8216704288874794e-05,0.00014818107727643248,0.0
ad,0.0,-7.409053863816073e-05,0.0
alon,0.0,0.0,0.0
strang,0.0,0.0,0.0
social,0.0,0.00014818107727643248,0.0
tear,0.0,0.0,0.0
eas,0.0,0.0,0.0
heavier,0.0,0.0,0.0
fit,0.0,0.0,0.0
nurs,-2.8216704288985817e-05,-7.409053863816073e-05,0.0
bought,0.0,0.0,0.0
bottl,0.0,7.409053863827175e-05,0.0
poor,0.0,0.00014818107727643248,0.0
blurri,0.0,0.00014818107727643248,0.0
lip,0.0,7.409053863827175e-05,0.0
afraid,2.8216704288874794e-05,7.409053863827175e-05,0.0
meal,0.0,0.00014818107727643248,0.0
bother,0.0,0.0,0.0
ankl,0.0,0.0,0.0
pms,0.0,0.0,0.0
dermatologist,0.0,7.409053863827175e-05,0.0
heard,0.0,-7.409053863816073e-05,0.0
hrs,0.0,0.0,0.0
unless,0.0,-7.409053863816073e-05,0.0
pull,0.0,0.0,0.0
togeth,5.643340857786061e-05,0.0,0.0
needless,0.0,0.00029636215455286496,0.0
react,0.0,-7.409053863816073e-05,0.0
ton,0.0,0.0,0.0
hear,-2.8216704288985817e-05,0.0,0.0
na,0.0,0.0,0.0
appar,2.8216704288874794e-05,0.0,0.0
mistak,0.0,0.00022227161591470423,0.0
menstrual,2.8216704288874794e-05,0.00014818107727643248,0.0
add,0.0,0.0,0.0
besid,0.0,0.0,0.0
process,0.0,0.0,0.0
multipl,0.0,7.409053863827175e-05,0.0
incred,0.0,-0.00014818107727632146,0.0
instruct,0.0,-7.409053863816073e-05,0.0
readi,0.0,7.409053863827175e-05,0.0
ate,0.0,0.0,0.0
celexa,-2.8216704288985817e-05,7.409053863827175e-05,0.0
vivid,0.0,0.0,0.0
omg,0.0,0.00014818107727643248,0.0
upper,0.0,0.00014818107727643248,0.0
urinari,0.0,0.0,0.0
otherwis,0.0,0.0,0.0
femal,0.0,0.0,0.0
natur,0.0,-7.409053863816073e-05,0.0
motiv,2.8216704288874794e-05,0.00014818107727643248,0.0
method,0.0,0.0,0.0
origin,0.0,7.409053863827175e-05,0.0
fail,0.0,0.00014818107727643248,0.0
21,0.0,7.409053863827175e-05,0.0
lyrica,0.0,0.00014818107727643248,0.00020708221163801
bigger,0.0,0.0,0.0
75,0.0,0.0,0.0
nasti,0.0,0.0,0.0
flare,0.0,0.0,0.0
lighthead,0.0,7.409053863827175e-05,0.0
hip,0.0,-0.00014818107727632146,0.0
children,2.8216704288874794e-05,-7.409053863816073e-05,0.0
35,-2.8216704288985817e-05,7.409053863827175e-05,0.0
till,0.0,-7.409053863816073e-05,0.0
april,0.0,-7.409053863816073e-05,0.0
write,0.0,-0.00014818107727632146,0.0
octob,0.0,0.0,0.0
replac,0.0,0.0,0.0
progress,0.0,0.00014818107727643248,0.0
ladi,0.0,0.00014818107727643248,0.0
ibuprofen,0.0,0.0,0.00020708221163801
diabet,0.0,7.409053863827175e-05,0.0
rais,0.0,0.00014818107727643248,0.0
market,0.0,-7.409053863816073e-05,0.0
inform,0.0,-0.00014818107727632146,0.0
empti,0.0,0.0,0.0
common,0.0,0.0,0.0
adhd,0.0,0.0,0.0
paxil,0.0,0.0,0.0
unprotect,0.0,0.0,0.0
agre,0.0,0.0,0.0
price,0.0,7.409053863827175e-05,0.0
knock,0.0,0.00014818107727643248,0.0
horrend,0.0,7.409053863827175e-05,0.0
refus,0.0,0.0,0.0
hold,0.0,0.0,0.0
line,0.0,0.0,0.0
beat,0.0,0.00014818107727643248,0.0
disgust,2.8216704288874794e-05,0.0,0.00020708221163801
hous,0.0,0.0,0.0
gyno,0.0,0.00022227161591470423,0.0
pharmacist,0.0,0.0,0.0
larg,-2.8216704288985817e-05,0.00022227161591470423,0.0
pad,0.0,0.00022227161591470423,0.0
acid,0.0,7.409053863827175e-05,0.0
abilifi,0.0,0.0,0.0
balanc,0.0,0.0,0.0
alcohol,0.0,0.00014818107727643248,0.0
jaw,0.0,0.0,0.0
stiff,-2.8216704288985817e-05,0.0,0.0
aggress,0.0,0.0,0.0
massiv,0.0,7.409053863827175e-05,0.0
fourth,0.0,-7.409053863816073e-05,0.0
teeth,0.0,0.0,0.0
consist,0.0,7.409053863827175e-05,0.0
excit,0.0,0.0,0.0
chantix,-2.8216704288985817e-05,0.0,0.0
colonoscopi,-5.643340857797163e-05,0.0,0.0
crap,0.0,0.0,0.0
pray,0.0,0.0,0.0
stori,0.0,7.409053863827175e-05,0.0
clean,0.0,0.0,0.0
30mg,0.0,0.0,0.0
imposs,0.0,0.00014818107727643248,0.0
word,0.0,0.0,0.0
bump,0.0,0.0,0.0
push,0.0,7.409053863827175e-05,0.0
fantast,2.8216704288874794e-05,7.409053863827175e-05,0.0
mix,0.0,0.00029636215455286496,0.0
afterward,0.0,0.00014818107727643248,0.0
tremend,-2.8216704288985817e-05,0.00022227161591470423,0.0
destroy,0.0,0.0,0.0
freak,0.0,0.00014818107727643248,0.0
joke,0.0,7.409053863827175e-05,0.0
novemb,0.0,0.0,0.0
septemb,0.0,0.0,0.0
opposit,0.0,0.0,0.0
chanc,0.0,0.0,0.0
fear,0.0,0.0,0.0
toilet,0.0,0.0,0.0
tremor,0.0,-7.409053863816073e-05,0.0
taper,0.0,0.0,0.0
schedul,0.0,0.0,0.0
instant,0.0,0.0,0.0
cipro,5.643340857786061e-05,0.0,0.0
site,0.0,0.0,0.0
desir,-2.8216704288985817e-05,7.409053863827175e-05,0.0
known,0.0,0.0,0.0
arent,0.0,0.0,0.0
tylenol,0.0,0.0,0.00020708221163801
cancer,0.0,0.0,0.0
90,0.0,7.409053863827175e-05,0.0
sedat,0.0,0.0,0.0
moment,0.0,7.409053863827175e-05,0.0
visit,0.0,0.0,0.0
wash,0.0,0.0,0.0
occur,0.0,7.409053863827175e-05,0.0
persist,0.0,0.0,0.0
depend,0.0,0.0,0.0
2014,5.643340857786061e-05,7.409053863827175e-05,0.0
ran,0.0,7.409053863827175e-05,0.0
swallow,0.0,0.0,0.0
bedtim,0.0,0.0,0.0
outweigh,0.0,0.0,0.0
monday,0.0,0.0,0.0
mad,0.0,0.00014818107727643248,0.0
share,0.0,-7.409053863816073e-05,0.0
contracept,0.0,0.0,0.0
fog,0.0,0.0,0.0
manic,0.0,7.409053863827175e-05,0.0
rough,0.0,0.0,0.0
sign,0.0,0.0,0.0
lessen,0.0,7.409053863827175e-05,0.0
forehead,0.0,0.0,0.0
dryness,0.0,0.0,0.0
sound,0.0,0.00014818107727643248,0.0
choic,0.0,7.409053863827175e-05,0.0
iv,0.0,0.0,0.0
stone,0.0,-7.409053863816073e-05,0.0
sent,0.0,7.409053863827175e-05,0.0
asthma,0.0,0.0,0.0
jitteri,0.0,0.0,0.0
broken,0.0,0.00022227161591470423,0.0
afford,0.0,0.0,0.0
cup,0.0,0.0,0.0
report,0.0,0.0,0.0
120,0.0,0.0,0.0
ice,0.0,0.00022227161591470423,0.0
sharp,0.0,7.409053863827175e-05,0.0
debilit,0.0,0.00014818107727643248,0.0
regret,0.0,-7.409053863816073e-05,0.0
complain,0.0,0.0,0.0
provid,0.0,0.0,0.0
watch,0.0,0.0,0.0
fight,0.0,0.0,0.0
belsomra,0.0,0.0,0.0
mother,0.0,0.0,0.0
lung,0.0,0.0,0.0
abnorm,0.0,0.0,0.0
psychiatrist,0.0,0.0,0.0
xr,0.0,7.409053863827175e-05,0.0
jump,0.0,0.00014818107727643248,0.0
trial,0.0,-7.409053863816073e-05,0.0
awar,0.0,0.00014818107727643248,0.0
hadnt,0.0,0.0,0.0
bruis,0.0,0.0,0.0
topamax,0.0,-7.409053863816073e-05,0.0
white,0.0,0.0,0.0
150mg,0.0,7.409053863827175e-05,0.0
deep,0.0,0.0,0.0
gon,0.0,-7.409053863816073e-05,0.0
40mg,0.0,0.0,0.0
order,0.0,0.0,0.0
qualiti,-2.8216704288985817e-05,7.409053863827175e-05,0.0
avail,2.8216704288874794e-05,0.0,0.0
flush,0.0,0.0,0.0
